Date,Store ID,Product ID,Category,Region,Price,Discount,Cost,Competitor Pricing,Weather Condition,Seasonality,Holiday/Promotion,Month,Year,DayOfWeek,Units Sold,Units Ordered,Inventory Level,Revenue,Profit
2022-10-03,S018,P027,Electronics,North,43.63,7.6,32.16,43.71,Cloudy,Off-Season,0,10,2022,0,18,16,37,725.65,146.77
2022-10-03,S012,P014,Electronics,West,94.99,5.5,70.9,92.56,Snowy,Normal,0,10,2022,0,68,60,108,6104.06,1282.86
2022-10-03,S012,P015,Furniture,West,77.05,7.2,57.62,72.49,Snowy,Off-Season,0,10,2022,0,34,40,52,2431.08,472.0
2022-10-03,S008,P028,Clothing,East,84.61,23.7,58.63,84.62,Rainy,Normal,1,10,2022,0,107,133,148,6907.65,634.24
2022-10-03,S002,P027,Electronics,West,44.23,9.9,32.16,43.92,Snowy,Normal,1,10,2022,0,71,66,180,2829.44,546.08
2022-10-04,S013,P029,Furniture,East,70.45,3.6,46.77,64.51,Rainy,Off-Season,0,10,2022,1,66,73,138,4482.31,1395.49
2022-10-04,S016,P031,Groceries,West,86.3,19.8,56.51,79.04,Cloudy,Festival,1,10,2022,1,42,49,66,2906.93,533.51
2022-10-04,S019,P020,Furniture,West,62.17,0.4,44.46,60.4,Cloudy,Off-Season,0,10,2022,1,9,9,13,557.29,157.15
2022-10-04,S018,P029,Furniture,North,70.22,1.8,46.77,71.03,Cloudy,Normal,0,10,2022,1,63,76,114,4344.23,1397.72
2022-10-04,S004,P016,Groceries,South,72.78,5.0,50.71,74.44,Snowy,Normal,0,10,2022,1,64,59,92,4425.02,1179.58
2022-10-04,S007,P023,Electronics,North,96.47,19.0,63.94,93.25,Sunny,Normal,1,10,2022,1,51,53,74,3985.18,724.24
2022-10-04,S009,P016,Groceries,North,72.99,11.2,50.71,73.21,Rainy,Normal,1,10,2022,1,86,77,139,5574.1,1213.04
2022-10-04,S015,P010,Groceries,East,28.46,6.1,20.07,27.04,Snowy,Normal,0,10,2022,1,43,53,67,1149.13,286.12
2022-10-05,S001,P001,Toys,North,33.49,7.8,20.89,31.75,Snowy,Normal,0,10,2022,2,40,44,91,1235.11,399.51
2022-10-05,S007,P024,Toys,North,38.29,2.4,26.34,38.31,Rainy,Normal,0,10,2022,2,63,56,156,2354.38,694.96
2022-10-05,S003,P014,Electronics,East,92.96,0.3,70.9,96.0,Sunny,Normal,0,10,2022,2,68,82,136,6302.32,1481.12
2022-10-05,S002,P040,Electronics,West,70.45,17.8,45.13,71.92,Sunny,Off-Season,1,10,2022,2,116,104,256,6717.55,1482.47
2022-10-05,S011,P026,Furniture,East,46.21,3.9,32.13,50.06,Rainy,Normal,0,10,2022,2,62,56,129,2753.28,761.22
2022-10-05,S005,P025,Furniture,South,22.08,4.0,12.36,21.6,Cloudy,Normal,0,10,2022,2,27,32,55,572.31,238.59
2022-10-05,S010,P014,Electronics,North,92.91,29.0,70.9,88.81,Sunny,Normal,1,10,2022,2,126,156,267,8311.73,-621.67
2022-10-05,S001,P034,Clothing,North,30.65,5.0,20.6,31.12,Cloudy,Normal,0,10,2022,2,27,33,37,786.17,229.97
2022-10-05,S016,P002,Furniture,West,16.24,9.1,10.87,16.4,Snowy,Normal,1,10,2022,2,74,82,184,1092.4,288.02
2022-10-05,S020,P030,Toys,South,101.82,0.4,65.73,106.39,Sunny,Normal,0,10,2022,2,88,75,160,8924.32,3140.08
2022-10-05,S020,P014,Electronics,South,96.57,17.0,70.9,105.15,Sunny,Festival,1,10,2022,2,168,169,429,13465.72,1554.52
2022-10-05,S014,P022,Groceries,West,55.19,0.9,34.19,59.25,Sunny,Normal,0,10,2022,2,135,158,207,7383.59,2767.94
2022-10-05,S004,P010,Groceries,South,26.97,23.0,20.07,25.96,Rainy,Normal,1,10,2022,2,50,58,96,1038.34,34.84
2022-10-05,S008,P028,Clothing,East,90.25,1.1,58.63,85.99,Rainy,Normal,0,10,2022,2,51,47,101,4552.12,1561.99
2022-10-05,S018,P017,Clothing,North,68.93,7.7,47.17,66.21,Cloudy,Off-Season,0,10,2022,2,25,31,59,1590.56,411.31
2022-10-06,S016,P032,Toys,West,54.19,25.5,39.21,58.63,Sunny,Festival,1,10,2022,3,195,171,382,7872.45,226.5
2022-10-06,S010,P021,Toys,North,38.21,0.8,24.06,38.25,Sunny,Normal,0,10,2022,3,89,77,131,3373.48,1232.14
2022-10-06,S006,P016,Groceries,West,70.36,2.1,50.71,69.29,Rainy,Normal,0,10,2022,3,40,36,99,2755.3,726.9
2022-10-06,S004,P035,Toys,South,17.48,4.7,9.7,19.02,Sunny,Normal,0,10,2022,3,90,101,134,1499.26,626.26
2022-10-06,S014,P014,Electronics,West,88.04,21.0,70.9,96.8,Sunny,Off-Season,1,10,2022,3,74,71,186,5146.82,-99.78
2022-10-06,S012,P037,Clothing,West,96.98,7.8,55.96,106.61,Cloudy,Normal,0,10,2022,3,86,74,172,7689.74,2877.18
2022-10-06,S015,P040,Electronics,East,62.42,15.1,45.13,66.85,Rainy,Normal,1,10,2022,3,192,212,272,10174.96,1510.0
2022-10-06,S004,P038,Furniture,South,63.59,2.1,36.76,65.84,Rainy,Festival,0,10,2022,3,128,115,234,7968.59,3263.31
2022-10-06,S005,P038,Furniture,South,59.04,7.5,36.76,56.1,Cloudy,Festival,0,10,2022,3,143,170,305,7809.52,2552.84
2022-10-06,S005,P005,Groceries,South,92.23,5.9,54.34,94.39,Sunny,Festival,1,10,2022,3,144,174,278,12497.53,4672.57
2022-10-06,S015,P018,Clothing,East,46.77,7.7,28.35,50.1,Snowy,Off-Season,1,10,2022,3,95,106,136,4101.03,1407.78
2022-10-06,S005,P018,Clothing,South,49.61,5.2,28.35,46.36,Rainy,Normal,0,10,2022,3,68,69,89,3198.06,1270.26
2022-10-06,S004,P033,Toys,South,103.29,2.9,56.96,102.13,Snowy,Normal,0,10,2022,3,62,63,94,6218.26,2686.74
2022-10-06,S012,P032,Toys,West,56.77,14.0,39.21,53.81,Snowy,Normal,1,10,2022,3,144,161,309,7030.4,1384.16
2022-10-06,S007,P024,Toys,North,42.06,4.8,26.34,41.71,Cloudy,Festival,0,10,2022,3,99,104,257,3964.07,1356.41
2022-10-06,S012,P008,Clothing,West,79.51,6.1,42.41,76.17,Snowy,Normal,1,10,2022,3,102,98,165,7615.31,3289.49
2022-10-07,S011,P014,Electronics,East,88.36,29.3,70.9,83.76,Cloudy,Off-Season,1,10,2022,4,86,101,142,5372.46,-724.94
2022-10-07,S002,P025,Furniture,West,20.55,29.5,12.36,20.37,Snowy,Festival,1,10,2022,4,71,79,124,1028.63,151.07
2022-10-07,S016,P029,Furniture,West,69.61,1.8,46.77,67.91,Sunny,Normal,0,10,2022,4,68,60,153,4648.28,1467.92
2022-10-07,S011,P014,Electronics,East,90.92,1.9,70.9,96.18,Snowy,Normal,0,10,2022,4,78,84,152,6957.02,1426.82
2022-10-07,S006,P008,Clothing,West,75.02,5.2,42.41,81.65,Snowy,Off-Season,0,10,2022,4,32,31,79,2275.81,918.69
2022-10-07,S006,P024,Toys,West,38.65,3.6,26.34,34.94,Snowy,Normal,0,10,2022,4,58,57,104,2161.0,633.28
2022-10-07,S012,P016,Groceries,West,72.48,25.1,50.71,77.6,Snowy,Off-Season,1,10,2022,4,51,49,71,2768.66,182.45
2022-10-07,S002,P020,Furniture,West,57.38,0.3,44.46,56.34,Rainy,Normal,0,10,2022,4,27,28,69,1544.61,344.19
2022-10-07,S004,P037,Clothing,South,93.59,4.2,55.96,87.74,Cloudy,Normal,0,10,2022,4,110,117,193,9862.51,3706.91
2022-10-08,S019,P033,Toys,West,99.58,0.9,56.96,100.07,Snowy,Festival,0,10,2022,5,56,57,95,5526.29,2336.53
2022-10-08,S001,P002,Furniture,North,14.61,8.7,10.87,14.46,Cloudy,Normal,1,10,2022,5,148,180,254,1974.16,365.4
2022-10-08,S018,P017,Clothing,North,69.9,7.5,47.17,66.71,Snowy,Festival,0,10,2022,5,73,65,148,4720.0,1276.59
2022-10-08,S008,P012,Electronics,East,63.37,13.0,44.48,57.69,Cloudy,Festival,1,10,2022,5,119,145,155,6560.7,1267.58
2022-10-08,S019,P038,Furniture,West,67.3,27.3,36.76,71.35,Snowy,Off-Season,1,10,2022,5,63,76,107,3082.41,766.53
2022-10-08,S013,P032,Toys,East,59.22,4.2,39.21,58.34,Snowy,Off-Season,0,10,2022,5,75,89,161,4254.96,1314.21
2022-10-08,S019,P039,Furniture,West,32.25,29.2,18.22,33.35,Snowy,Normal,1,10,2022,5,52,59,76,1187.32,239.88
2022-10-08,S010,P037,Clothing,North,92.54,24.2,55.96,90.2,Rainy,Normal,1,10,2022,5,207,223,301,14520.08,2936.36
2022-10-08,S010,P006,Clothing,North,102.45,10.7,65.56,93.26,Cloudy,Festival,1,10,2022,5,73,72,158,6678.61,1892.73
2022-10-08,S008,P003,Clothing,East,90.23,16.6,62.41,83.64,Sunny,Normal,1,10,2022,5,99,110,153,7449.93,1271.34
2022-10-08,S015,P031,Groceries,East,83.54,7.9,56.51,82.49,Snowy,Normal,0,10,2022,5,61,73,107,4693.36,1246.25
2022-10-09,S016,P029,Furniture,West,74.09,0.4,46.77,80.05,Cloudy,Normal,0,10,2022,6,74,91,149,5460.73,1999.75
2022-10-09,S019,P008,Clothing,West,80.32,0.5,42.41,87.75,Rainy,Normal,0,10,2022,6,45,43,83,3596.33,1687.88
2022-10-09,S016,P007,Toys,West,66.04,5.1,39.33,70.15,Rainy,Normal,0,10,2022,6,92,85,177,5765.82,2147.46
2022-10-09,S017,P023,Electronics,East,98.14,6.2,63.94,93.66,Sunny,Normal,0,10,2022,6,39,33,77,3590.16,1096.5
2022-10-09,S018,P012,Electronics,North,62.45,17.5,44.48,60.27,Snowy,Normal,1,10,2022,6,58,52,110,2988.23,408.39
2022-10-09,S013,P014,Electronics,East,91.41,23.4,70.9,98.51,Cloudy,Festival,1,10,2022,6,197,182,438,13793.95,-173.35
2022-10-09,S007,P029,Furniture,North,69.75,15.8,46.77,73.1,Cloudy,Normal,1,10,2022,6,148,144,351,8691.97,1770.01
2022-10-09,S004,P004,Toys,South,86.85,3.5,53.11,87.01,Snowy,Normal,0,10,2022,6,79,85,119,6621.01,2425.32
2022-10-09,S015,P015,Furniture,East,81.5,3.3,57.62,87.73,Snowy,Normal,0,10,2022,6,61,66,88,4807.44,1292.62
2022-10-09,S001,P014,Electronics,North,91.66,4.6,70.9,100.79,Cloudy,Off-Season,0,10,2022,6,54,57,97,4721.96,893.36
2022-10-10,S005,P009,Electronics,South,31.68,1.3,17.02,29.91,Snowy,Off-Season,0,10,2022,0,45,45,98,1407.07,641.17
2022-10-10,S008,P028,Clothing,East,91.26,1.5,58.63,86.46,Rainy,Festival,0,10,2022,0,108,120,206,9708.24,3376.2
2022-10-10,S009,P031,Groceries,North,90.94,17.1,56.51,83.89,Rainy,Off-Season,1,10,2022,0,42,37,94,3166.35,792.93
2022-10-10,S001,P020,Furniture,North,61.87,5.6,44.46,64.15,Rainy,Normal,0,10,2022,0,18,22,42,1051.3,251.02
2022-10-10,S014,P014,Electronics,West,98.14,6.4,70.9,95.79,Sunny,Off-Season,0,10,2022,0,62,63,90,5695.26,1299.46
2022-10-10,S009,P006,Clothing,North,104.09,4.0,65.56,109.62,Sunny,Festival,0,10,2022,0,36,42,94,3597.35,1237.19
2022-10-10,S007,P039,Furniture,North,30.94,7.9,18.22,31.02,Cloudy,Off-Season,0,10,2022,0,30,30,66,854.87,308.27
2022-10-10,S011,P027,Electronics,East,48.11,7.7,32.16,47.8,Rainy,Festival,1,10,2022,0,103,108,243,4573.77,1261.29
2022-10-10,S018,P039,Furniture,North,32.23,2.1,18.22,29.44,Cloudy,Normal,0,10,2022,0,30,31,58,946.6,400.0
2022-10-10,S017,P028,Clothing,East,89.15,3.2,58.63,83.98,Snowy,Festival,0,10,2022,0,125,135,259,10787.15,3458.4
2022-10-11,S005,P034,Clothing,South,33.09,0.5,20.6,36.16,Cloudy,Normal,0,10,2022,1,27,31,47,888.96,332.76
2022-10-11,S009,P009,Electronics,North,27.67,5.4,17.02,28.01,Rainy,Off-Season,0,10,2022,1,80,92,141,2094.07,732.47
2022-10-11,S001,P019,Groceries,North,18.8,13.0,10.38,18.53,Sunny,Festival,1,10,2022,1,98,97,198,1602.89,585.65
2022-10-11,S004,P027,Electronics,South,48.55,21.8,32.16,51.37,Snowy,Normal,1,10,2022,1,63,59,122,2391.86,365.78
2022-10-11,S007,P035,Toys,North,18.7,5.4,9.7,20.27,Cloudy,Off-Season,0,10,2022,1,44,38,69,778.37,351.57
2022-10-11,S019,P024,Toys,West,42.0,28.8,26.34,39.82,Rainy,Normal,1,10,2022,1,83,92,123,2482.03,295.81
2022-10-11,S016,P005,Groceries,West,82.93,5.7,54.34,83.81,Snowy,Normal,0,10,2022,1,67,63,106,5239.6,1598.82
2022-10-11,S004,P036,Clothing,South,26.05,7.2,15.87,27.85,Sunny,Normal,1,10,2022,1,68,71,138,1643.86,564.7
2022-10-11,S016,P011,Furniture,West,78.4,0.5,62.33,72.49,Rainy,Normal,0,10,2022,1,33,31,67,2574.26,517.37
2022-10-11,S003,P024,Toys,East,41.6,0.2,26.34,37.62,Rainy,Normal,0,10,2022,1,75,79,180,3113.76,1138.26
2022-10-11,S007,P010,Groceries,North,26.53,0.3,20.07,26.08,Cloudy,Normal,0,10,2022,1,28,29,61,740.61,178.65
2022-10-11,S015,P031,Groceries,East,81.62,13.2,56.51,84.15,Snowy,Normal,1,10,2022,1,64,63,93,4534.15,917.51
2022-10-11,S010,P002,Furniture,North,15.55,22.5,10.87,14.25,Rainy,Normal,1,10,2022,1,127,128,198,1530.51,150.02
2022-10-11,S001,P021,Toys,North,37.13,7.4,24.06,39.87,Cloudy,Festival,0,10,2022,1,129,151,210,4435.33,1331.59
2022-10-11,S007,P014,Electronics,North,96.28,12.4,70.9,101.16,Cloudy,Off-Season,1,10,2022,1,75,90,178,6325.6,1008.1
2022-10-12,S007,P004,Toys,North,86.84,4.2,53.11,82.37,Cloudy,Normal,0,10,2022,2,54,53,75,4492.41,1624.47
2022-10-12,S004,P033,Toys,South,107.22,1.5,56.96,103.88,Rainy,Normal,0,10,2022,2,44,53,109,4646.91,2140.67
2022-10-12,S005,P038,Furniture,South,66.43,5.5,36.76,72.44,Rainy,Normal,1,10,2022,2,94,111,192,5900.98,2445.54
2022-10-12,S019,P010,Groceries,West,28.53,28.5,20.07,30.3,Rainy,Normal,1,10,2022,2,39,41,72,795.56,12.83
2022-10-12,S006,P031,Groceries,West,89.66,17.4,56.51,88.59,Snowy,Normal,1,10,2022,2,39,47,55,2888.31,684.42
2022-10-12,S010,P032,Toys,North,54.1,0.9,39.21,52.08,Snowy,Normal,0,10,2022,2,105,109,139,5629.38,1512.33
2022-10-12,S009,P024,Toys,North,40.87,20.3,26.34,43.87,Rainy,Normal,1,10,2022,2,110,103,184,3583.07,685.67
2022-10-12,S012,P011,Furniture,West,79.5,2.9,62.33,73.41,Snowy,Off-Season,0,10,2022,2,29,35,75,2238.64,431.07
2022-10-12,S007,P039,Furniture,North,31.17,26.7,18.22,33.73,Snowy,Normal,1,10,2022,2,63,59,161,1439.4,291.54
2022-10-12,S007,P011,Furniture,North,88.66,15.0,62.33,96.39,Cloudy,Normal,1,10,2022,2,68,83,144,5124.55,886.11
2022-10-12,S010,P002,Furniture,North,16.97,0.1,10.87,15.9,Rainy,Normal,0,10,2022,2,74,88,123,1254.52,450.14
2022-10-12,S004,P017,Clothing,South,77.66,11.9,47.17,71.56,Cloudy,Normal,1,10,2022,2,86,91,206,5883.99,1827.37
2022-10-12,S012,P025,Furniture,West,21.42,19.7,12.36,23.29,Sunny,Festival,1,10,2022,2,59,61,81,1014.82,285.58
2022-10-12,S019,P027,Electronics,West,42.28,5.7,32.16,42.16,Sunny,Normal,0,10,2022,2,39,39,82,1554.93,300.69
2022-10-12,S007,P011,Furniture,North,79.73,3.3,62.33,86.14,Snowy,Off-Season,0,10,2022,2,30,35,67,2312.97,443.07
2022-10-13,S015,P028,Clothing,East,89.12,9.6,58.63,94.01,Rainy,Normal,1,10,2022,3,127,121,330,10231.69,2785.68
2022-10-13,S003,P031,Groceries,East,85.37,3.2,56.51,93.11,Rainy,Festival,0,10,2022,3,57,57,104,4710.38,1489.31
2022-10-13,S006,P016,Groceries,West,75.04,0.1,50.71,68.58,Rainy,Normal,0,10,2022,3,38,43,91,2848.67,921.69
2022-10-13,S009,P010,Groceries,North,27.28,2.1,20.07,26.74,Snowy,Off-Season,0,10,2022,3,36,39,88,961.46,238.94
2022-10-13,S001,P036,Clothing,North,24.51,18.9,15.87,23.48,Cloudy,Normal,1,10,2022,3,58,61,134,1152.9,232.44
2022-10-13,S016,P025,Furniture,West,20.62,6.3,12.36,21.08,Rainy,Normal,0,10,2022,3,19,17,29,367.1,132.26
2022-10-13,S016,P009,Electronics,West,28.9,16.3,17.02,26.51,Rainy,Festival,1,10,2022,3,131,120,259,3168.8,939.18
2022-10-13,S018,P021,Toys,North,38.24,5.9,24.06,41.37,Sunny,Normal,0,10,2022,3,60,61,102,2159.03,715.43
2022-10-13,S005,P021,Toys,South,34.65,17.5,24.06,31.49,Snowy,Normal,1,10,2022,3,171,193,371,4888.25,773.99
2022-10-13,S001,P016,Groceries,North,76.22,26.3,50.71,78.6,Snowy,Normal,1,10,2022,3,83,92,153,4662.45,453.52
2022-10-13,S016,P012,Electronics,West,66.46,0.0,44.48,65.72,Cloudy,Normal,0,10,2022,3,39,44,97,2591.94,857.22
2022-10-13,S011,P014,Electronics,East,99.95,2.7,70.9,102.0,Cloudy,Normal,0,10,2022,3,71,87,107,6904.85,1870.95
2022-10-13,S007,P027,Electronics,North,45.84,6.9,32.16,50.27,Snowy,Normal,0,10,2022,3,49,59,70,2091.17,515.33
2022-10-13,S006,P001,Toys,West,37.13,2.7,20.89,33.66,Sunny,Festival,0,10,2022,3,52,59,128,1878.63,792.35
2022-10-13,S003,P013,Groceries,East,79.36,11.7,44.85,83.9,Snowy,Normal,1,10,2022,3,147,163,362,10301.01,3708.06
2022-10-13,S015,P025,Furniture,East,21.32,3.6,12.36,19.88,Rainy,Normal,0,10,2022,3,31,29,71,637.13,253.97
2022-10-14,S006,P009,Electronics,West,31.62,7.4,17.02,31.65,Rainy,Off-Season,1,10,2022,4,56,64,110,1639.69,686.57
2022-10-14,S006,P018,Clothing,West,48.89,2.1,28.35,44.73,Sunny,Normal,0,10,2022,4,49,51,123,2345.3,956.15
2022-10-14,S008,P011,Furniture,East,83.31,4.9,62.33,89.77,Snowy,Normal,0,10,2022,4,29,34,43,2297.61,490.04
2022-10-14,S004,P037,Clothing,South,85.38,3.5,55.96,82.59,Rainy,Normal,0,10,2022,4,163,155,408,13429.85,4308.37
2022-10-14,S004,P006,Clothing,South,93.84,13.7,65.56,96.91,Sunny,Normal,1,10,2022,4,38,47,72,3077.39,586.11
2022-10-14,S011,P014,Electronics,East,99.99,7.9,70.9,104.11,Cloudy,Festival,0,10,2022,4,120,114,251,11050.89,2542.89
2022-10-14,S013,P002,Furniture,East,15.95,5.2,10.87,14.93,Cloudy,Normal,0,10,2022,4,123,147,285,1859.83,522.82
2022-10-14,S005,P031,Groceries,South,87.0,4.7,56.51,81.22,Sunny,Normal,0,10,2022,4,31,38,75,2570.24,818.43
2022-10-14,S005,P027,Electronics,South,42.28,13.7,32.16,44.13,Snowy,Off-Season,1,10,2022,4,40,47,64,1459.51,173.11
2022-10-14,S006,P005,Groceries,West,93.17,6.9,54.34,88.38,Cloudy,Normal,0,10,2022,4,64,79,90,5551.44,2073.68
2022-10-14,S009,P024,Toys,North,39.07,17.5,26.34,42.14,Sunny,Normal,1,10,2022,4,122,143,194,3932.4,718.92
2022-10-14,S001,P039,Furniture,North,31.94,5.7,18.22,30.43,Sunny,Normal,0,10,2022,4,46,44,86,1385.49,547.37
2022-10-14,S020,P024,Toys,South,40.29,7.9,26.34,44.09,Rainy,Festival,0,10,2022,4,109,119,199,4044.67,1173.61
2022-10-15,S020,P006,Clothing,South,92.06,5.9,65.56,86.47,Rainy,Normal,0,10,2022,5,29,29,72,2512.23,610.99
2022-10-15,S014,P031,Groceries,West,85.36,26.7,56.51,83.97,Snowy,Off-Season,1,10,2022,5,62,65,132,3879.27,375.65
2022-10-15,S006,P013,Groceries,West,76.21,4.5,44.85,78.85,Snowy,Normal,0,10,2022,5,97,121,140,7059.71,2709.26
2022-10-15,S014,P024,Toys,West,36.97,2.1,26.34,36.21,Rainy,Festival,0,10,2022,5,159,192,238,5754.79,1566.73
2022-10-15,S008,P027,Electronics,East,42.5,26.2,32.16,45.38,Snowy,Normal,1,10,2022,5,61,74,124,1913.26,-48.5
2022-10-15,S002,P031,Groceries,West,84.84,16.9,56.51,83.91,Cloudy,Normal,1,10,2022,5,60,72,141,4230.12,839.52
2022-10-15,S002,P025,Furniture,West,21.34,1.2,12.36,19.4,Rainy,Off-Season,0,10,2022,5,22,22,37,463.85,191.93
2022-10-15,S001,P009,Electronics,North,31.39,1.1,17.02,32.89,Sunny,Off-Season,0,10,2022,5,54,54,133,1676.41,757.33
2022-10-15,S007,P024,Toys,North,38.76,6.5,26.34,36.53,Sunny,Normal,1,10,2022,5,120,144,173,4348.87,1188.07
2022-10-15,S016,P020,Furniture,West,58.24,18.7,44.46,52.86,Sunny,Normal,1,10,2022,5,42,46,84,1988.66,121.34
2022-10-15,S006,P020,Furniture,West,58.41,6.7,44.46,56.29,Rainy,Off-Season,0,10,2022,5,16,18,25,871.94,160.58
2022-10-16,S002,P028,Clothing,West,83.43,5.3,58.63,83.84,Snowy,Normal,0,10,2022,6,153,171,364,12088.26,3117.87
2022-10-16,S014,P007,Toys,West,62.53,17.2,39.33,61.41,Cloudy,Festival,1,10,2022,6,362,450,768,18742.49,4505.03
2022-10-16,S020,P039,Furniture,South,33.56,7.4,18.22,33.78,Rainy,Normal,1,10,2022,6,57,60,129,1771.36,732.82
2022-10-16,S016,P004,Toys,West,80.45,7.1,53.11,76.73,Snowy,Off-Season,0,10,2022,6,37,35,67,2765.31,800.24
2022-10-16,S006,P011,Furniture,West,86.97,7.1,62.33,91.74,Rainy,Normal,0,10,2022,6,44,48,79,3554.99,812.47
2022-10-16,S009,P019,Groceries,North,16.92,29.2,10.38,16.13,Cloudy,Normal,1,10,2022,6,102,124,166,1221.89,163.13
2022-10-16,S009,P006,Clothing,North,104.11,2.3,65.56,110.59,Sunny,Normal,0,10,2022,6,32,37,63,3254.9,1156.98
2022-10-16,S016,P018,Clothing,West,49.54,4.8,28.35,54.13,Sunny,Off-Season,0,10,2022,6,37,43,80,1745.0,696.05
2022-10-16,S004,P004,Toys,South,81.03,3.1,53.11,87.04,Snowy,Festival,0,10,2022,6,143,169,324,11228.08,3633.35
2022-10-16,S017,P007,Toys,East,60.29,5.8,39.33,54.74,Rainy,Normal,0,10,2022,6,151,139,279,8575.77,2636.94
2022-10-16,S004,P011,Furniture,South,87.96,0.9,62.33,92.63,Snowy,Normal,0,10,2022,6,54,58,96,4707.09,1341.27
2022-10-17,S018,P015,Furniture,North,80.41,29.3,57.62,84.12,Sunny,Off-Season,1,10,2022,0,59,60,105,3354.14,-45.44
2022-10-17,S009,P025,Furniture,North,19.99,6.3,12.36,19.24,Rainy,Normal,0,10,2022,0,35,36,72,655.57,222.97
2022-10-17,S016,P035,Toys,West,18.7,5.6,9.7,17.24,Cloudy,Normal,0,10,2022,0,47,42,102,829.68,373.78
2022-10-17,S009,P037,Clothing,North,94.79,5.0,55.96,86.83,Snowy,Normal,0,10,2022,0,135,139,177,12156.82,4602.22
2022-10-17,S020,P021,Toys,South,38.63,5.3,24.06,35.63,Rainy,Off-Season,0,10,2022,0,76,71,158,2780.28,951.72
2022-10-17,S005,P005,Groceries,South,86.16,14.8,54.34,88.63,Sunny,Festival,1,10,2022,0,156,190,218,11451.7,2974.66
2022-10-17,S013,P019,Groceries,East,19.24,0.4,10.38,18.35,Rainy,Festival,0,10,2022,0,121,140,285,2318.73,1062.75
2022-10-17,S006,P014,Electronics,West,97.01,1.1,70.9,92.77,Rainy,Festival,0,10,2022,0,84,84,170,8059.2,2103.6
2022-10-17,S018,P021,Toys,North,39.88,4.9,24.06,43.24,Sunny,Normal,0,10,2022,0,60,59,151,2275.55,831.95
2022-10-17,S016,P008,Clothing,West,69.78,20.0,42.41,74.79,Rainy,Normal,1,10,2022,0,78,71,103,4354.27,1046.29
2022-10-17,S013,P027,Electronics,East,43.52,4.9,32.16,39.91,Rainy,Normal,0,10,2022,0,76,88,142,3145.45,701.29
2022-10-17,S006,P030,Toys,West,102.64,5.0,65.73,109.15,Rainy,Normal,0,10,2022,0,58,54,136,5655.46,1843.12
2022-10-17,S017,P023,Electronics,East,96.83,25.4,63.94,95.97,Sunny,Off-Season,1,10,2022,0,37,38,89,2672.7,306.92
2022-10-17,S017,P001,Toys,East,34.56,7.4,20.89,36.65,Snowy,Normal,0,10,2022,0,49,51,104,1568.13,544.52
2022-10-17,S017,P034,Clothing,East,30.2,3.4,20.6,31.17,Sunny,Normal,0,10,2022,0,27,23,39,787.68,231.48
2022-10-17,S008,P023,Electronics,East,98.25,1.1,63.94,105.79,Sunny,Normal,0,10,2022,0,23,29,44,2234.89,764.27
2022-10-17,S001,P010,Groceries,North,25.93,4.3,20.07,26.99,Rainy,Normal,0,10,2022,0,25,30,49,620.38,118.63
2022-10-18,S011,P007,Toys,East,59.75,24.6,39.33,61.6,Sunny,Normal,1,10,2022,1,161,188,239,7253.29,921.16
2022-10-18,S019,P034,Clothing,West,29.97,5.5,20.6,30.12,Snowy,Normal,0,10,2022,1,24,29,40,679.72,185.32
2022-10-18,S001,P031,Groceries,North,78.5,4.9,56.51,71.38,Sunny,Normal,0,10,2022,1,30,36,76,2239.6,544.3
2022-10-18,S017,P038,Furniture,East,60.78,7.8,36.76,60.7,Cloudy,Normal,0,10,2022,1,99,115,225,5547.88,1908.64
2022-10-18,S005,P028,Clothing,South,81.38,6.9,58.63,75.88,Rainy,Off-Season,0,10,2022,1,63,64,99,4773.18,1079.49
2022-10-18,S009,P024,Toys,North,38.51,7.1,26.34,35.52,Snowy,Normal,0,10,2022,1,91,98,140,3255.6,858.66
2022-10-18,S017,P030,Toys,East,91.85,16.6,65.73,82.93,Sunny,Off-Season,1,10,2022,1,92,103,120,7047.47,1000.31
2022-10-18,S019,P016,Groceries,West,78.77,3.4,50.71,81.97,Sunny,Festival,0,10,2022,1,49,48,88,3728.5,1243.71
2022-10-18,S011,P030,Toys,East,96.09,6.2,65.73,102.02,Snowy,Normal,0,10,2022,1,115,143,195,10365.23,2806.28
2022-10-18,S006,P028,Clothing,West,89.54,3.1,58.63,94.17,Cloudy,Normal,0,10,2022,1,55,68,123,4772.03,1547.38
2022-10-18,S007,P039,Furniture,North,32.9,5.7,18.22,33.67,Rainy,Normal,1,10,2022,1,61,65,99,1892.51,781.09
2022-10-18,S012,P003,Clothing,West,102.73,1.6,62.41,98.46,Rainy,Normal,0,10,2022,1,73,65,136,7379.3,2823.37
2022-10-18,S001,P013,Groceries,North,73.06,3.9,44.85,76.36,Sunny,Normal,0,10,2022,1,98,92,201,6880.64,2485.34
2022-10-19,S004,P002,Furniture,South,16.47,1.7,10.87,15.38,Snowy,Festival,0,10,2022,2,139,122,360,2250.41,739.48
2022-10-19,S001,P011,Furniture,North,83.32,22.5,62.33,87.81,Snowy,Normal,1,10,2022,2,52,55,92,3357.8,116.64
2022-10-19,S006,P005,Groceries,West,92.89,5.2,54.34,90.62,Snowy,Festival,0,10,2022,2,107,94,246,9422.39,3608.01
2022-10-19,S016,P024,Toys,West,38.78,13.2,26.34,41.08,Sunny,Off-Season,1,10,2022,2,55,48,86,1851.36,402.66
